month,exercise,exercise_template_id,max_volume_kg,max_weight_kg,e1rm_kg
2022-02,Alternate Grip Seated Overhead Press (Dumbbell),02aa3dc5-9bf2-425b-9f5e-14fe46f29181,120.00,17.50,20.42
2022-02,Back Extension (Weighted Hyperextension),091737FA,200.00,20.00,26.67
2022-02,Bench Press (Barbell),79D0BB3A,600.00,80.00,96.00
2022-02,Bench Press (Dumbbell),3601968B,270.00,30.00,39.00
2022-02,Bent Over Row (Barbell),55E6546F,720.00,80.00,101.33
2022-02,Bicep Curl (Barbell),A5AC6449,300.00,25.00,35.00
2022-02,Bicep Curl (Barbell) (Overhand),d0a73700-1655-4f31-9174-a6247632e7f7,300.00,20.00,30.00
2022-02,Bicep Curl (Barbell) (Wide Grip),7c75e48a-9fd9-41d1-a1c1-42af6c1547f4,420.00,28.00,42.00
2022-02,Bulgarian Split Squat,B5D3A742,80.00,15.00,17.50
2022-02,Butterfly (Pec Deck),9DCE2D64,924.00,97.00,116.40
2022-02,Cable Crossover (High),bf83e68e-b6a0-47ca-aa48-68b048950e59,168.75,11.25,16.88
2022-02,Cable Crossover (Low),ed312223-c6b3-4721-a554-f8e1fe5a40fa,93.75,6.25,9.38
2022-02,Cable External Rotation,298bcdae-a8f2-42eb-8050-6f18f4ebfaf5,67.50,3.75,6.00
2022-02,Cable Fly Crossovers,651F844C,131.25,8.75,13.13
2022-02,Cable Hip Abduction,2c7e07a9-9bf4-4512-950d-20952937de8c,56.25,3.75,5.63
2022-02,Cable Kickback,9979dffd-f7b0-4a2d-ab21-3cf9eef05fa1,75.00,6.25,8.75
2022-02,Cable Pull Through,8C331CD8,337.50,33.75,45.00
2022-02,Cable Skull Crusher,292a95e2-2a0e-4292-87b4-274c8cbdca5c,135.00,16.25,20.58
2022-02,Chest Supported Incline Row (Dumbbell),914F3A96,120.00,12.00,16.00
2022-02,Concentration Curl,724CDE60,100.00,12.50,15.83
2022-02,Deadlift (Barbell),C6272009,800.00,100.00,120.00
2022-02,Deadlift (Trap bar),B923B230,800.00,120.00,140.00
2022-02,Face Pull,BE640BA0,356.25,23.75,35.63
2022-02,Front Raise (Dumbbell),8293E554,120.00,8.00,12.00
2022-02,Glute Kickback (Machine),CBA02382,206.25,18.75,22.75
2022-02,Good Morning (Barbell),4180C405,160.00,20.00,25.33
2022-02,Hammer Curl (Dumbbell),7E3BC8B6,240.00,20.00,28.00
2022-02,Hip Thrust (Barbell),D57C2EC7,1100.00,140.00,163.33
2022-02,Incline Bench Press (Barbell),50DFDFAB,600.00,80.00,96.00
2022-02,Isolated Bicep Curl,5394fbc4-5d1c-404e-a662-41af1591ce0e,120.00,15.00,19.00
2022-02,Lat Pulldown (Cable),6A6C31A5,980.00,98.00,130.67
2022-02,Lat Pulldown (Cable) (Behind Neck),b6c21f5b-4dc1-483d-825a-7cfa4bfeb7e2,732.00,61.00,85.40
2022-02,Lateral Raise (Cable),BE289E45,75.00,6.25,8.75
2022-02,Lateral Raise (Dumbbell),422B08F1,120.00,8.00,12.00
2022-02,Leg Extension (Machine),75A4F6C4,828.00,69.00,96.60
2022-02,Leg Press (Machine),C7973E0E,5500.00,355.00,458.33
2022-02,Overhead Press (Barbell),7B8D84E8,344.50,45.00,51.00
2022-02,Overhead Press (Dumbbell),6AC96645,220.00,20.00,27.33
2022-02,Overhead Single Arm Tricep Extension,625d5662-f470-4980-8c81-ac7e56318754,120.00,10.00,14.00
2022-02,Pinch Grip Curl,85c02605-a63d-4f0c-998d-65ad80af654e,210.00,17.50,24.50
2022-02,Pull Up (Assisted),2C37EC5E,480.00,60.00,76.00
2022-02,Pullover (Machine),B123DD01,325.00,18.75,27.50
2022-02,Rear Delt Extensions,ed34caff-4682-4259-ab1e-0db1c3597fe4,120.00,8.00,12.00
2022-02,Rear Delt Reverse Fly (Machine),D8281C62,540.00,54.00,68.40
2022-02,Reverse Grip Lat Pulldown (Cable),046E25A2,700.00,70.00,93.33
2022-02,Romanian Deadlift (Dumbbell),72CFFAD5,270.00,22.50,31.50
2022-02,Seated Cable Row - V Grip (Cable),0393F233,980.00,79.00,105.33
2022-02,Seated Dumbbell Deadlift,021d8a9a-7d95-41e1-bf3d-1ab4ad1d6cc7,240.00,20.00,28.00
2022-02,Seated Incline Curl (Dumbbell),8BAB2735,120.00,10.00,14.00
2022-02,Seated Leg Curl (Machine),11A123F3,828.00,69.00,96.60
2022-02,Seated Tricep Extensions (Dumbbell),3f6150ac-f51f-40a8-8e1f-435798db8375,96.00,10.00,12.67
2022-02,Shoulder Press (Dumbbell),878CD1D0,220.00,20.00,27.33
2022-02,Single Arm Horizontal Cable Lat Pull,71f8cbc3-e8a5-490b-8742-fb47dcba8e0a,105.00,8.75,12.25
2022-02,Squat (Barbell),D04AC939,720.00,120.00,128.00
2022-02,Standing Calf Raise (Smith Machine),90d36892-390d-4868-939f-15511ed2aa6f,1500.00,110.00,154.00
2022-02,Triceps Dip (Assisted),4B4BF8C2,550.00,55.00,73.33
2022-02,Triceps Pushdown,93A552C6,337.50,41.25,49.50
2022-02,Triceps Pushdown (Cable - Rope),9635a015-e485-4e54-a0cf-29ad5e85e0fa,318.75,21.25,31.88
2022-03,Bench Press (Dumbbell),3601968B,292.50,35.00,43.17
2022-03,Bent Over Row (Barbell),55E6546F,720.00,77.00,94.97
2022-03,Bicep Curl (Barbell),A5AC6449,318.00,30.00,40.00
2022-03,Bicep Curl (Barbell) (Overhand),d0a73700-1655-4f31-9174-a6247632e7f7,192.50,27.50,33.92
2022-03,Bicep Curl (Barbell) (Wide Grip),7c75e48a-9fd9-41d1-a1c1-42af6c1547f4,220.00,27.50,34.83
2022-03,Bicep Curl (Dumbbell),37FCC2BB,120.00,15.00,16.50
2022-03,Bulgarian Split Squat,B5D3A742,80.00,15.00,17.50
2022-03,Butterfly (Pec Deck),9DCE2D64,616.00,77.00,97.53
2022-03,Cable External Rotation,298bcdae-a8f2-42eb-8050-6f18f4ebfaf5,45.00,3.75,5.25
2022-03,Cable Hip Abduction,2c7e07a9-9bf4-4512-950d-20952937de8c,45.00,5.00,6.33
2022-03,Cable Kickback,9979dffd-f7b0-4a2d-ab21-3cf9eef05fa1,75.00,6.25,8.75
2022-03,Deadlift (Barbell),C6272009,798.00,140.00,163.33
2022-03,Dumbbell Row,F1E57334,360.00,30.00,42.00
2022-03,Face Pull,BE640BA0,285.00,23.75,33.25
2022-03,Frog Thrusts,7835d15c-20a7-4e9f-aa5c-0e307ebf28bb,300.00,30.00,40.00
2022-03,Front Raise (Dumbbell),8293E554,90.00,10.00,12.33
2022-03,Glute Kickback (Machine),CBA02382,168.75,23.75,29.29
2022-03,Hammer Curl (Dumbbell),7E3BC8B6,200.00,20.00,25.33
2022-03,Incline Bench Press (Dumbbell),07B38369,150.00,25.00,30.00
2022-03,Incline Dumbbell Overhead Extensions,e29ac341-972c-4883-9932-a182ad358ddb,192.00,16.00,22.40
2022-03,Kettlebell Goblet Squat,A127DA73,280.00,35.00,44.33
2022-03,Kneeling Face Pull (Cable),91c3eea0-17dc-42d3-876d-ac725d820021,285.00,28.75,36.42
2022-03,Kneeling Single Lat Pulldown,0156c331-d2ba-418a-87d3-9fecb059a65b,285.00,23.75,33.25
2022-03,Lat Pulldown (Cable),6A6C31A5,686.00,98.00,120.87
2022-03,Lateral Raise (Dumbbell),422B08F1,100.00,10.00,13.33
2022-03,Overhand Barbell Curl,a1e97721-21e9-45d2-9956-56ead04b8150,220.00,27.50,34.83
2022-03,Overhand Dumbbell Curl,45abf1e5-ea1a-483c-8733-c6e0d927c21c,80.00,10.00,12.67
2022-03,Overhead Press (Barbell),7B8D84E8,160.00,20.00,25.33
2022-03,Overhead Press (Dumbbell),6AC96645,240.00,20.00,28.00
2022-03,Pull Up (Assisted),2C37EC5E,250.00,55.00,62.33
2022-03,Pullover (Dumbbell),67280085,150.00,15.00,20.00
2022-03,Rear Delt Extensions,ed34caff-4682-4259-ab1e-0db1c3597fe4,90.00,10.00,12.33
2022-03,Reverse Grip Lat Pulldown (Cable),046E25A2,840.00,79.00,100.07
2022-03,Romanian Deadlift (Dumbbell),72CFFAD5,200.00,25.00,31.67
2022-03,Seated Bicep Curl (Dumbbell),ba15b8a7-ae04-41db-a22f-23f84aa9ca48,90.00,15.00,18.00
2022-03,Seated Cable Row - V Grip (Cable),0393F233,5530.00,79.00,263.33
2022-03,Seated Tricep Extensions (Dumbbell),3f6150ac-f51f-40a8-8e1f-435798db8375,80.00,10.00,12.67
2022-03,Shoulder Press (Dumbbell),878CD1D0,200.00,25.00,28.50
2022-03,Shrug (Dumbbell),ABEC557F,450.00,35.00,49.00
2022-03,Squat (Barbell),D04AC939,550.00,120.00,132.00
2022-03,Standing Calf Raise (Dumbbell),6DA40660,390.00,30.00,43.00
2022-03,Standing Calf Raise (Smith Machine),90d36892-390d-4868-939f-15511ed2aa6f,1200.00,100.00,140.00
2022-04,Back Extension (Weighted Hyperextension),091737FA,160.00,20.00,25.33
2022-04,Bench Press (Barbell),79D0BB3A,490.00,80.00,93.33
2022-04,Bench Press (Dumbbell),3601968B,330.00,37.50,44.33
2022-04,Bent Over Row (Barbell),55E6546F,900.00,60.00,90.00
2022-04,Bicep Curl (Barbell),A5AC6449,300.00,30.00,40.00
2022-04,Butterfly (Pec Deck),9DCE2D64,924.00,87.00,107.80
2022-04,Cable Crossover (High),bf83e68e-b6a0-47ca-aa48-68b048950e59,150.00,15.00,20.00
2022-04,Cable Hip Abduction,2c7e07a9-9bf4-4512-950d-20952937de8c,62.50,6.25,8.33
2022-04,Cable Kickback,9979dffd-f7b0-4a2d-ab21-3cf9eef05fa1,40.00,5.00,6.33
2022-04,Cable Pull Through,8C331CD8,210.00,26.25,33.25
2022-04,Chest Supported Incline Row (Dumbbell),914F3A96,260.00,20.00,28.67
2022-04,Crunch (Machine),EB43ADD4,150.00,10.00,15.00
2022-04,Deadlift (Barbell),C6272009,700.00,140.00,163.33
2022-04,Face Pull,BE640BA0,112.50,11.25,15.00
2022-04,Glute Drive (Hip Thrust) Machine,16990248-5131-4341-86c7-255c5dbb2d41,450.00,50.00,65.00
2022-04,Glute Kickback (Machine),CBA02382,187.50,18.75,25.00
2022-04,Hack Squat (Machine),1E42FD5F,488.00,97.60,113.87
2022-04,Hammer Curl (Dumbbell),7E3BC8B6,50.00,6.00,7.60
2022-04,Hip Abduction (Machine),F4B4C6EE,1708.00,82.00,117.93
2022-04,Hip Adduction (Machine),8BEBFED6,1890.00,103.00,154.50
2022-04,Incline Bench Press (Barbell),50DFDFAB,420.00,90.00,96.00
2022-04,Incline Bench Press (Dumbbell),07B38369,216.00,25.00,31.20
2022-04,Incline Cable Fly,9d48c06f-fb01-45ff-bcf9-5a96f13637d9,87.50,8.75,11.67
2022-04,Incline Chest Press (Machine),FBF92739,372.40,53.20,65.61
2022-04,Incline Single Lat Pulldown,5f34e181-902f-48ec-b1bc-ccde81347462,308.75,23.75,34.04
2022-04,Isolated Bicep Curl,5394fbc4-5d1c-404e-a662-41af1591ce0e,112.00,8.00,11.73
2022-04,Kneeling Face Pull (Cable),91c3eea0-17dc-42d3-876d-ac725d820021,431.25,32.50,43.13
2022-04,Kneeling Single Lat Pulldown,0156c331-d2ba-418a-87d3-9fecb059a65b,475.00,23.75,39.58
2022-04,Lat Pulldown (Cable),6A6C31A5,520.00,52.00,69.33
2022-04,Lat Pulldown (Machine),473CF5B8,820.00,89.00,112.73
2022-04,Lateral Raise (Band),DF200976,25.00,2.50,3.33
2022-04,Lateral Raise (Cable),BE289E45,50.00,6.26,7.92
2022-04,Lateral Raise (Dumbbell),422B08F1,80.00,8.00,10.67
2022-04,Leg Extension (Machine),75A4F6C4,1920.00,160.00,224.00
2022-04,Overhand Barbell Curl,a1e97721-21e9-45d2-9956-56ead04b8150,200.00,25.00,31.67
2022-04,Overhead Press (Dumbbell),6AC96645,180.00,15.00,21.00
2022-04,Pull Up (Assisted),2C37EC5E,300.00,60.00,70.00
2022-04,Reverse Grip Lat Pulldown (Cable),046E25A2,632.00,79.00,100.07
2022-04,Romanian Deadlift (Barbell),2B4B7310,360.00,60.00,72.00
2022-04,Seated Bicep Curl (Dumbbell),ba15b8a7-ae04-41db-a22f-23f84aa9ca48,100.00,15.00,18.00
2022-04,Seated Cable Row - V Grip (Cable),0393F233,720.00,90.00,108.00
2022-04,Seated Calf Raise,062AB91A,804.00,67.00,93.80
2022-04,Seated Leg Curl (Machine),11A123F3,1020.00,68.00,102.00
2022-04,Seated Tricep Extensions (Dumbbell),3f6150ac-f51f-40a8-8e1f-435798db8375,80.00,10.00,12.67
2022-04,Shoulder Press (Dumbbell),878CD1D0,264.00,25.00,33.33
2022-04,Shrug (Dumbbell),ABEC557F,280.00,35.00,44.33
2022-04,Single Arm Rear Delt Cable Fly,f585c25b-c838-4361-806f-5114c2abf562,56.25,3.75,5.63
2022-04,Squat (Barbell),D04AC939,800.00,120.00,132.00
2022-04,Standing Calf Raise (Smith Machine),90d36892-390d-4868-939f-15511ed2aa6f,1200.00,100.00,140.00
2022-04,T Bar Row,08A2974E,637.20,63.10,77.47
2022-04,Triceps Pushdown (Cable - Rope),9635a015-e485-4e54-a0cf-29ad5e85e0fa,318.75,25.00,32.50
2022-05,Back Extension (Weighted Hyperextension),091737FA,135.00,20.00,23.33
2022-05,Bench Press (Barbell),79D0BB3A,800.00,80.00,101.33
2022-05,Bench Press (Dumbbell),3601968B,250.00,40.00,45.33
2022-05,Bent Over Row (Barbell),55E6546F,900.00,80.00,106.67
2022-05,Bent Over Row (Dumbbell),23E92538,200.00,25.00,31.67
2022-05,Bicep Curl (Barbell),A5AC6449,250.00,17.50,22.17
2022-05,Cable Crunch,23A48484,575.00,28.75,47.92
2022-05,Cable Fly Crossovers,651F844C,187.50,13.75,17.42
2022-05,Cable Hip Abduction,2c7e07a9-9bf4-4512-950d-20952937de8c,45.00,3.75,5.25
2022-05,Cable Hip Abduction,fb246ed6-ed85-4eb5-b511-56e854578944,87.50,6.25,9.17
2022-05,Cable Hip Abduction,cef9a5d1-c715-4cea-9548-6b1712417dad,93.75,8.75,10.50
2022-05,Chest Fly (Dumbbell),12017185,125.00,12.50,16.67
2022-05,Chest Press (Machine),7EB3F7C3,876.00,73.00,102.20
2022-05,Chest Supported Incline Row (Dumbbell),914F3A96,300.00,25.00,33.33
2022-05,Chest Supported Lateral Raise (Dumbbell),e33ee4d5-c8e4-42d6-834d-2bf806a616a3,60.00,5.00,7.00
2022-05,Chest Supported Y Raise Dumbbell,93db9da7-17e3-4749-b1c7-72842b4020c5,60.00,5.00,7.00
2022-05,Deadlift (Barbell),C6272009,700.00,140.00,158.67
2022-05,Deadlift (Dumbbell),5F4E6DD3,200.00,20.00,26.67
2022-05,Dumbbell Row,F1E57334,300.00,30.00,40.00
2022-05,EZ Bar Biceps Curl,01A35BF9,292.50,22.50,32.25
2022-05,Glute Bridge (Barbell),12d39577-cf6f-47bb-9cc0-b2a0a809b5be,720.00,60.00,84.00
2022-05,Glute Kickback (Machine),CBA02382,168.75,13.75,18.33
2022-05,Glute Medius Kickback (Machine),ef0f3ffb-268b-4d61-88f8-0d3c0f4f9c36,175.00,8.75,14.58
2022-05,Good Morning (Barbell),4180C405,280.00,60.00,66.00
2022-05,Hammer Curl (Dumbbell),7E3BC8B6,175.00,10.00,12.67
2022-05,Hip Thrust (Barbell),D57C2EC7,10010.00,80.00,403.67
2022-05,Incline Bench Press (Barbell),50DFDFAB,480.00,60.00,76.00
2022-05,Incline Bench Press (Dumbbell),07B38369,240.00,25.00,30.83
2022-05,Incline Chest Fly (Dumbbell),D3E2AB55,127.50,10.00,13.33
2022-05,Incline Single Lat Pulldown,5f34e181-902f-48ec-b1bc-ccde81347462,285.00,23.75,33.25
2022-05,Lat Pulldown (Cable),6A6C31A5,632.00,98.00,117.60
2022-05,Lateral Raise (Cable),BE289E45,50.00,6.25,7.92
2022-05,Lateral Raise (Dumbbell),422B08F1,120.00,10.00,14.00
2022-05,Leg Extension (Machine),75A4F6C4,1155.00,77.00,115.50
2022-05,Lying Leg Curl (Machine),B8127AD1,270.00,30.00,39.00
2022-05,Lying Triceps Extension (Barbell),d82d0914-bde7-4ad9-a06f-6507d3016cba,192.50,17.50,23.92
2022-05,One Arm Tricep Extension (Dumbbell),8347DFD1,75.00,7.50,9.00
2022-05,Preacher Curl (Barbell),4F942934,180.00,22.50,28.50
2022-05,Pull Up (Assisted),2C37EC5E,560.00,80.00,98.67
2022-05,Pullover (Dumbbell),67280085,180.00,15.00,21.00
2022-05,Reverse Grip Lat Pulldown (Cable),046E25A2,700.00,70.00,93.33
2022-05,Romanian Deadlift (Barbell),2B4B7310,600.00,70.00,88.67
2022-05,Seated Bicep Curl (Dumbbell),ba15b8a7-ae04-41db-a22f-23f84aa9ca48,100.00,15.00,17.50
2022-05,Seated Bicep Curl (Dumbbell),508d25b6-0b1b-4ad2-bac1-09d7a3423082,120.00,10.00,14.00
2022-05,Seated Cable Row - Bar Wide Grip,C3BCABB3,700.00,70.00,93.33
2022-05,Seated Front Raise (Dumbbell),99c4b2e7-eac3-40da-9f23-1f70261dd82a,45.00,7.50,9.00
2022-05,Seated Incline Curl (Dumbbell),8BAB2735,160.00,15.00,19.00
2022-05,Seated Leg Curl (Machine),11A123F3,780.00,68.00,92.93
2022-05,Seated Overhead Press (Dumbbell),9930DF71,245.00,25.00,30.83
2022-05,Seated Shoulder Press (Machine),9237BAD1,210.00,22.50,29.25
2022-05,Seated Tricep Extensions (Dumbbell),3f6150ac-f51f-40a8-8e1f-435798db8375,75.00,12.50,15.00
2022-05,Shoulder Press (Dumbbell),878CD1D0,210.00,25.00,30.00
2022-05,Shrug (Dumbbell),ABEC557F,540.00,45.00,63.00
2022-05,Single Arm Rear Delt Cable Fly,f585c25b-c838-4361-806f-5114c2abf562,56.25,3.75,5.63
2022-05,Squat (Barbell),D04AC939,960.00,130.00,143.00
2022-05,Squat (Barbell) (Hip Glute Dominant),446711c4-e799-460e-8ff8-f35ae3fa795c,300.00,60.00,70.00
2022-05,Standing Cable Glute Kickbacks,ACB2751D,243.75,18.75,26.88
2022-05,Standing Calf Raise (Smith Machine),90d36892-390d-4868-939f-15511ed2aa6f,1500.00,100.00,150.00
2022-05,Terminal Knee Extension,c06faba2-812b-4663-9ece-e2745e83f5d7,131.25,8.75,13.13
2022-05,Triceps Extension (Cable),21310F5F,123.75,13.75,17.88
2022-05,Triceps Pushdown,93A552C6,343.75,26.25,33.25
2022-05,Triceps Pushdown (Cable - Rope),9635a015-e485-4e54-a0cf-29ad5e85e0fa,190.00,23.75,30.08
2022-05,Triceps Rope Pushdown,94B7239B,276.25,23.75,30.88
2022-06,Bench Press (Barbell),79D0BB3A,480.00,60.00,76.00
2022-06,Bench Press (Dumbbell),3601968B,270.00,25.00,33.33
2022-06,Bent Over Row (Barbell),55E6546F,750.00,50.00,75.00
2022-06,Cable Fly Crossovers,651F844C,180.00,20.00,26.00
2022-06,Cable Hip Abduction,fb246ed6-ed85-4eb5-b511-56e854578944,67.50,7.50,9.75
2022-06,Chest Fly (Machine),78683336,610.00,73.00,92.47
2022-06,Chest Press (Machine),7EB3F7C3,846.00,83.20,99.84
2022-06,Deadlift (Barbell),C6272009,720.00,80.00,98.67
2022-06,Dumbbell Row,F1E57334,330.00,27.50,38.50
2022-06,EZ Bar Biceps Curl,01A35BF9,315.00,22.50,33.00
2022-06,Glute Kickback (Machine),CBA02382,217.60,18.10,24.13
2022-06,Hip Thrust (Barbell),D57C2EC7,700.00,50.00,73.33
2022-06,Hip Thrust (Machine),f7797add-43b8-46e8-a04c-6d02d353f551,880.00,80.00,109.33
2022-06,Incline Bench Press (Barbell),50DFDFAB,660.00,70.00,82.00
2022-06,Incline Bench Press (Dumbbell),07B38369,300.00,27.50,35.75
2022-06,Lat Pulldown (Cable),6A6C31A5,708.00,87.00,100.07
2022-06,Lateral Raise (Cable),BE289E45,75.00,7.50,9.00
2022-06,Lateral Raise (Dumbbell),422B08F1,128.00,10.00,14.00
2022-06,Leg Extension (Machine),75A4F6C4,1106.00,86.00,120.40
2022-06,Low Cable Fly Crossovers,293483AD,135.00,15.00,19.50
2022-06,Lying Triceps Extension (Barbell),d82d0914-bde7-4ad9-a06f-6507d3016cba,210.00,17.50,24.50
2022-06,Preacher Curl (Barbell),4F942934,187.50,22.50,28.50
2022-06,Reverse Grip Lat Pulldown (Cable),046E25A2,670.00,67.00,89.33
2022-06,Romanian Deadlift (Barbell),2B4B7310,560.00,70.00,88.67
2022-06,Seated Cable Row - Bar Wide Grip,C3BCABB3,741.00,67.50,81.70
2022-06,Seated Incline Curl (Dumbbell),8BAB2735,125.00,15.00,18.00
2022-06,Seated Leg Curl (Machine),11A123F3,990.00,79.00,100.07
2022-06,Seated Overhead Press (Dumbbell),9930DF71,240.00,25.00,31.67
2022-06,Seated Shoulder Press (Machine),9237BAD1,479.60,43.60,59.59
2022-06,Shrug (Dumbbell),ABEC557F,600.00,45.00,63.00
2022-06,Single Arm Cable Row,D0C4A899,262.50,20.00,28.67
2022-06,Squat (Barbell),D04AC939,800.00,100.00,116.67
2022-06,Standing Cable Glute Kickbacks,ACB2751D,210.00,17.50,24.50
2022-06,Triceps Rope Pushdown,94B7239B,308.75,25.00,34.04
2022-07,Back Extension (Weighted Hyperextension),091737FA,150.00,15.00,20.00
2022-07,Bench Press (Dumbbell),3601968B,200.00,20.00,26.67
2022-07,Bent Over Row (Barbell),55E6546F,1080.00,90.00,120.00
2022-07,Cable Fly Crossovers,651F844C,112.50,8.75,12.25
2022-07,Cable Hip Abduction,fb246ed6-ed85-4eb5-b511-56e854578944,75.00,7.50,9.25
2022-07,Chest Press (Machine),7EB3F7C3,846.00,86.40,100.80
2022-07,Dumbbell Row,F1E57334,330.00,27.50,38.50
2022-07,Face Pull,BE640BA0,227.50,17.50,25.08
2022-07,Glute Kickback (Machine),CBA02382,220.44,18.37,25.72
2022-07,Hammer Curl (Dumbbell),7E3BC8B6,100.00,10.00,13.33
2022-07,Hip Abduction (Machine),F4B4C6EE,940.00,82.00,101.13
2022-07,Incline Bench Press (Barbell),50DFDFAB,720.00,80.00,88.00
2022-07,Iso-Lateral Horizontal Bench Press (Machine),a7571930-775c-4e66-bd6e-1cec4a0bd66c,698.40,68.20,81.84
2022-07,Lat Pulldown (Cable),6A6C31A5,700.00,77.00,97.53
2022-07,Lat Pulldown (Machine),473CF5B8,728.00,52.00,76.27
2022-07,Lateral Raise (Cable),BE289E45,35.00,5.00,6.17
2022-07,Lateral Raise (Dumbbell),422B08F1,80.00,8.00,10.67
2022-07,Lateral Raise (Machine),D5D0354D,195.00,13.00,19.50
2022-07,Low Cable Fly Crossovers,293483AD,56.25,6.25,8.13
2022-07,Preacher Curl (Barbell),4F942934,262.50,17.50,26.25
2022-07,Preacher Curl (Machine),1E9A6B8E,506.00,46.00,62.87
2022-07,Reverse Grip Lat Pulldown (Cable),046E25A2,720.00,70.00,89.33
2022-07,Romanian Deadlift (Barbell),2B4B7310,480.00,60.00,76.00
2022-07,Seated Cable Row - Bar Wide Grip,C3BCABB3,720.00,60.00,84.00
2022-07,Seated Incline Bicep Curl (Dumbbell),887acff5-9af0-4fc7-a3e6-009717779983,80.00,10.00,12.67
2022-07,Seated Leg Curl (Machine),11A123F3,860.00,86.00,114.67
2022-07,Seated Overhead Press (Dumbbell),9930DF71,240.00,27.50,32.08
2022-07,Seated Shoulder Press (Machine),9237BAD1,636.00,63.60,84.80
2022-07,Shoulder Press (Dumbbell),878CD1D0,250.00,20.00,28.00
2022-07,Shrug (Dumbbell),ABEC557F,540.00,45.00,63.00
2022-07,Single Arm Cable Row,D0C4A899,300.00,27.50,36.67
2022-07,Single Arm Lat Pulldown,2EE45F81,280.00,40.00,49.33
2022-07,Single Leg Press (Machine) (Heel) (Glutes),24c8a284-df46-45d3-940b-a66d1ae6ef02,702.00,39.00,62.40
2022-07,Squat (Barbell),D04AC939,600.00,120.00,132.00
2022-07,Standing Cable Glute Kickbacks,ACB2751D,300.00,20.00,30.00
2022-07,T Bar Row,08A2974E,646.50,78.10,88.51
2022-07,Triceps Dip (Assisted),4B4BF8C2,408.00,68.00,81.60
2022-07,Triceps Rope Pushdown,94B7239B,240.00,25.00,31.67
2022-08,Bent Over Row (Barbell),55E6546F,600.00,60.00,80.00
2022-08,Cable Fly Crossovers,651F844C,130.00,12.50,15.42
2022-08,Chest Fly (Machine),78683336,750.00,75.00,100.00
2022-08,Dumbbell Row,F1E57334,330.00,27.50,38.50
2022-08,Glute Kickback (Machine),CBA02382,238.81,18.37,26.33
2022-08,Hip Abduction (Machine),F4B4C6EE,1476.00,82.00,131.20
2022-08,Incline Bench Press (Dumbbell),07B38369,270.00,30.00,39.00
2022-08,Iso-Lateral Chest Press (Machine),24706DCD,483.00,52.20,66.12
2022-08,Iso-Lateral High Row (Machine),BC3492DA,865.30,50.90,79.74
2022-08,Iso-Lateral Horizontal Bench Press (Machine),a7571930-775c-4e66-bd6e-1cec4a0bd66c,682.00,68.20,90.93
2022-08,Lat Pulldown (Cable),6A6C31A5,804.00,79.00,102.70
2022-08,Lateral Raise (Cable),BE289E45,50.00,5.00,6.67
2022-08,Lateral Raise (Machine),D5D0354D,195.00,15.50,21.70
2022-08,Leg Extension (Machine),75A4F6C4,1068.00,110.00,135.67
2022-08,Reverse Grip Lat Pulldown (Cable),046E25A2,885.00,65.00,88.50
2022-08,Romanian Deadlift (Barbell),2B4B7310,540.00,60.00,78.00
2022-08,Seated Cable Row - Bar Wide Grip,C3BCABB3,660.00,57.50,77.90
2022-08,Seated Incline Bicep Curl (Dumbbell),887acff5-9af0-4fc7-a3e6-009717779983,130.00,10.00,14.33
2022-08,Seated Leg Curl (Machine),11A123F3,946.00,86.00,117.53
2022-08,Shoulder Press (Dumbbell),878CD1D0,300.00,25.00,31.67
2022-08,Single Arm Cable Row,D0C4A899,300.00,30.00,40.00
2022-08,Single Arm Lat Pulldown,2EE45F81,300.00,30.00,39.00
2022-08,Single Leg Press (Machine) (Heel) (Glutes),24c8a284-df46-45d3-940b-a66d1ae6ef02,675.00,45.00,67.50
2022-08,Squat (Barbell),D04AC939,640.00,120.00,136.00
2022-08,Squat (Barbell) (Hip Glute Dominant),446711c4-e799-460e-8ff8-f35ae3fa795c,420.00,60.00,74.00
2022-08,Triceps Rope Pushdown,94B7239B,252.00,21.00,29.40
2022-09,Hip Thrust (Barbell),D57C2EC7,480.00,60.00,76.00
2022-09,Lying Leg Curl (Machine),B8127AD1,371.00,53.00,65.37
2022-09,Romanian Deadlift (Dumbbell),72CFFAD5,96.00,16.00,19.20
2022-09,Squat (Barbell),D04AC939,480.00,60.00,76.00
2022-10,Cable Side Rotators,c95cbe7e-0fda-4192-8d04-98e6c023fe0f,30.00,2.50,3.50
2022-10,Hip Abduction (Machine),F4B4C6EE,1125.00,90.00,123.00
2022-10,Hip Adduction (Machine),8BEBFED6,720.00,90.00,114.00
2022-10,Hip Thrust (Barbell),D57C2EC7,480.00,60.00,76.00
2022-10,Iso-Lateral Chest Press (Machine),24706DCD,633.00,42.20,63.30
2022-10,Iso-Lateral Row (Machine),AA1EB7D8,326.40,27.20,38.08
2022-10,Lat Pulldown (Cable),6A6C31A5,630.00,57.50,73.50
2022-10,Leg Press (Machine),C7973E0E,1155.00,165.00,203.50
2022-10,Lying Leg Curl (Machine),B8127AD1,560.00,70.00,88.67
2022-10,Reverse Grip Lat Pulldown (Cable),046E25A2,500.00,50.00,66.67
2022-10,Romanian Deadlift (Barbell),2B4B7310,100.00,20.00,23.33
2022-10,Romanian Deadlift (Dumbbell),72CFFAD5,40.00,10.00,11.33
2022-10,Seated Cable Row - Bar Wide Grip,C3BCABB3,320.00,40.00,50.67
